price_id,flight_id,cabin_class,base_price,seats_available,price_date
2544,155,Economy,276.79,153,2024-05-06
2545,155,Economy,487.57,5,2024-06-17
2546,155,Economy,272.33,74,2024-01-29
2547,155,Economy,747.15,64,2024-04-22
2548,155,Economy,385.49,91,2024-02-26
2549,155,Business,1882.62,15,2024-01-29
2550,155,Business,2647.67,39,2024-02-26
2551,155,Business,1800.11,25,2024-01-15
2552,155,First,2179.87,21,2024-01-01
2553,155,First,4528.43,12,2024-04-22
2554,155,First,4007.25,3,2024-01-15
2555,155,First,2835.73,35,2024-05-06
2556,155,First,6900.57,21,2024-04-08
2557,155,First,7545.05,3,2024-02-26
2558,155,First,3413.7,4,2024-03-11
2559,156,Economy,622.72,20,2024-05-06
2560,156,Economy,723.51,122,2024-06-03
2561,156,Economy,763.69,69,2024-01-01
2562,156,Economy,611.86,26,2024-03-11
2563,156,Economy,144.21,129,2024-01-15
2564,156,Economy,273.17,89,2024-03-25
2565,156,Economy,413.43,77,2024-02-26
2566,156,Business,1882.05,24,2024-01-01
2567,156,Business,2236.66,1,2024-06-17
2568,156,Business,1925.99,3,2024-06-03
2569,156,Business,1529.1,24,2024-02-12
2570,156,First,7382.88,23,2024-01-29
2571,156,First,4110.73,21,2024-03-25
2572,156,First,4619.15,3,2024-06-03
2573,156,First,3429.02,5,2024-04-22
2574,156,First,5531.7,14,2024-06-17
2575,156,First,4478.39,34,2024-01-15
2576,156,First,5408.29,0,2024-02-12
2577,156,First,7239.53,15,2024-01-01
2578,157,Economy,418.22,72,2024-01-15
2579,157,Economy,149.73,89,2024-01-01
2580,157,Economy,529.64,62,2024-01-29
2581,157,Business,2175.82,4,2024-01-29
2582,157,Business,1200.48,34,2024-05-06
2583,157,Business,1094.07,22,2024-03-25
2584,157,Business,2754.34,14,2024-04-08
2585,157,Business,1664.5,19,2024-01-15
2586,157,First,7357.87,20,2024-06-17
2587,157,First,6186.63,32,2024-04-22
2588,157,First,2626.27,22,2024-02-26
2589,157,First,7402.55,39,2024-02-12
2590,157,First,4917.25,5,2024-06-03
2591,158,Economy,624.5,53,2024-01-29
2592,158,Economy,203.47,185,2024-04-22
2593,158,Economy,675.14,36,2024-02-12
2594,158,Economy,144.39,60,2024-02-26
2595,158,Business,1248.72,37,2024-04-08
2596,158,Business,1522.02,5,2024-05-20
2597,158,Business,743.33,39,2024-06-17
2598,158,Business,1521.45,1,2024-01-15
2599,158,Business,2670.65,24,2024-01-01
2600,158,Business,1665.65,14,2024-06-03
2601,158,Business,1093.75,11,2024-03-25
2602,158,Business,2183.82,34,2024-04-22
2603,158,First,5249.3,22,2024-05-20
2604,158,First,7623.34,38,2024-02-26
2605,158,First,6526.87,21,2024-01-01
2606,159,Economy,613.53,159,2024-06-17
2607,159,Economy,415.17,109,2024-05-06
2608,159,Economy,652.18,188,2024-02-12
2609,159,Economy,631.63,27,2024-01-01
2610,159,Economy,496.24,184,2024-03-11
2611,159,Business,1721.6,15,2024-02-26
2612,159,Business,916.49,0,2024-04-22
2613,159,Business,1273.68,17,2024-04-08
2614,159,Business,805.29,15,2024-03-25
2615,159,Business,2451.21,18,2024-06-03
2616,159,Business,1410.08,25,2024-06-17
2617,159,Business,692.65,17,2024-01-15
2618,159,Business,1468.07,16,2024-02-12
2619,159,First,7085.56,28,2024-06-17
2620,159,First,4776.35,28,2024-05-06
2621,159,First,2053.22,2,2024-01-01
2622,159,First,7795.31,30,2024-01-15
2623,159,First,5826.46,35,2024-02-26
2624,159,First,3307.05,3,2024-03-11
2625,159,First,5477.42,5,2024-03-25
2626,159,First,3658.67,39,2024-01-29
2627,160,Economy,710.96,32,2024-03-11
2628,160,Economy,274.64,44,2024-01-15
2629,160,Economy,219.89,158,2024-04-08
2630,160,Economy,566.07,59,2024-01-29
2631,160,Economy,197.82,9,2024-02-26
2632,160,Economy,245.29,129,2024-04-22
2633,160,Economy,705.19,148,2024-05-06
2634,160,Business,2940.68,1,2024-01-01
2635,160,Business,2228.13,22,2024-04-22
2636,160,Business,1897.06,2,2024-02-12
2637,160,Business,2041.39,22,2024-06-17
2638,160,Business,861.99,32,2024-02-26
2639,160,First,5422.2,26,2024-01-15
2640,160,First,2428.36,27,2024-04-22
2641,160,First,7255.12,9,2024-06-17
2642,160,First,2148.17,38,2024-02-12
2643,160,First,6728.99,21,2024-05-06
2644,160,First,7850.59,23,2024-03-11
2645,161,Economy,317.79,38,2024-02-26
2646,161,Economy,740.07,6,2024-05-06
2647,161,Economy,192.24,54,2024-01-01
2648,161,Economy,669.46,130,2024-01-29
2649,161,Economy,606.72,189,2024-03-11
2650,161,Economy,465.56,148,2024-05-20
2651,161,Business,788.27,4,2024-03-11
2652,161,Business,2900.7,14,2024-02-12
2653,161,Business,1956.97,36,2024-03-25
2654,161,Business,2112.78,26,2024-05-06
2655,161,Business,1893.52,7,2024-01-01
2656,161,Business,2634.23,33,2024-01-29
2657,161,Business,2515.69,38,2024-06-03
2658,161,Business,1733.59,33,2024-06-17
2659,161,First,3458.44,23,2024-04-08
2660,161,First,3385.34,20,2024-03-11
2661,161,First,6489.13,7,2024-02-26
2662,161,First,6158.44,28,2024-02-12
2663,161,First,6396.79,26,2024-05-20
2664,161,First,4171.29,22,2024-05-06
2665,161,First,5362.74,4,2024-01-29
2666,162,Economy,654.69,58,2024-05-20
2667,162,Economy,507.15,32,2024-04-08
2668,162,Economy,749.49,62,2024-05-06
2669,162,Economy,647.98,104,2024-02-12
2670,162,Economy,578.39,170,2024-06-03
2671,162,Business,1353.23,5,2024-05-06
2672,162,Business,1580.41,32,2024-02-26
2673,162,Business,2959.79,36,2024-06-03
2674,162,Business,1786.08,12,2024-03-11
2675,162,First,4511.75,35,2024-04-08
2676,162,First,6268.29,30,2024-01-01
2677,162,First,6457.12,8,2024-01-29
2678,162,First,7216.75,27,2024-01-15
2679,163,Economy,210.02,135,2024-06-03
2680,163,Economy,744.66,108,2024-01-29
2681,163,Economy,360.97,102,2024-01-15
2682,163,Business,2079.91,2,2024-04-22
2683,163,Business,777.01,22,2024-02-12
2684,163,Business,2879.81,26,2024-02-26
2685,163,Business,2114.0,27,2024-01-15
2686,163,Business,1294.3,30,2024-03-11
2687,163,Business,2280.27,11,2024-06-17
2688,163,Business,2336.9,37,2024-05-20
2689,163,Business,2799.22,32,2024-03-25
2690,163,First,5558.29,29,2024-01-29
2691,163,First,4276.25,28,2024-01-01
2692,163,First,3060.33,37,2024-05-06
2693,164,Economy,351.96,144,2024-06-17
2694,164,Economy,472.02,134,2024-01-15
2695,164,Economy,514.28,109,2024-02-12
2696,164,Economy,313.97,98,2024-02-26
2697,164,Economy,336.63,45,2024-04-08
2698,164,Business,1845.92,36,2024-01-01
2699,164,Business,2711.0,20,2024-06-03
2700,164,Business,838.72,18,2024-02-12
2701,164,Business,997.42,18,2024-03-25
2702,164,First,7635.23,16,2024-04-08
2703,164,First,7932.83,6,2024-06-17
2704,164,First,7547.1,17,2024-02-12
2705,164,First,2846.02,13,2024-01-29
2706,164,First,5312.98,32,2024-02-26
2707,165,Economy,485.78,49,2024-01-01
2708,165,Economy,124.53,6,2024-05-06
2709,165,Economy,371.29,72,2024-06-17
2710,165,Economy,760.43,146,2024-04-22
2711,165,Business,2803.19,7,2024-06-03
2712,165,Business,1666.57,27,2024-04-08
2713,165,Business,1783.81,5,2024-04-22
2714,165,Business,2674.81,17,2024-01-29
2715,165,Business,2355.92,7,2024-06-17
2716,165,Business,2924.25,5,2024-02-26
2717,165,First,5783.74,32,2024-06-17
2718,165,First,6032.49,4,2024-02-12
2719,165,First,6240.86,20,2024-01-15
2720,165,First,7353.64,2,2024-03-11
2721,165,First,4600.27,33,2024-01-29
2722,165,First,3905.16,35,2024-05-06
2723,165,First,5966.78,40,2024-04-22
2724,165,First,2213.82,40,2024-06-03
2725,166,Economy,300.39,38,2024-01-01
2726,166,Economy,449.46,47,2024-02-12
2727,166,Economy,618.82,72,2024-01-29
2728,166,Economy,209.62,162,2024-05-06
2729,166,Economy,715.59,132,2024-03-25
2730,166,Economy,702.87,191,2024-06-03
2731,166,Economy,265.65,111,2024-03-11
2732,166,Economy,165.74,142,2024-01-15
2733,166,Business,1512.7,37,2024-02-12
2734,166,Business,1163.32,22,2024-06-03
2735,166,Business,1762.16,11,2024-01-29
2736,166,Business,2706.94,14,2024-01-01
2737,166,Business,2700.09,31,2024-03-25
2738,166,Business,1776.53,40,2024-02-26
2739,166,Business,1541.3,22,2024-04-08
2740,166,First,7816.17,20,2024-04-08
2741,166,First,3484.38,27,2024-02-26
2742,166,First,2694.92,29,2024-01-15
2743,166,First,7737.89,7,2024-02-12
2744,166,First,4085.47,25,2024-05-20
2745,166,First,6228.91,30,2024-06-03
2746,166,First,7040.72,31,2024-05-06
2747,167,Economy,266.27,200,2024-03-25
2748,167,Economy,398.12,143,2024-05-20
2749,167,Economy,644.82,66,2024-02-12
2750,167,Economy,578.99,105,2024-01-01
2751,167,Economy,386.14,113,2024-02-26
2752,167,Economy,409.14,66,2024-04-22
2753,167,Economy,740.41,68,2024-04-08
2754,167,Business,1583.55,36,2024-06-03
2755,167,Business,2701.49,34,2024-02-12
2756,167,Business,1094.88,40,2024-03-11
2757,167,Business,864.76,39,2024-01-01
2758,167,Business,2065.8,8,2024-02-26
2759,167,Business,2051.91,1,2024-04-08
2760,167,First,5111.89,23,2024-01-01
2761,167,First,5212.84,10,2024-03-25
2762,167,First,7028.89,25,2024-01-15
2763,167,First,7158.34,14,2024-03-11
2764,167,First,3741.12,10,2024-05-06
2765,167,First,7463.92,21,2024-05-20
2766,167,First,4480.37,35,2024-04-22
2767,167,First,6400.01,0,2024-06-17
2768,168,Economy,461.02,124,2024-01-01
2769,168,Economy,148.75,72,2024-04-22
2770,168,Economy,325.0,58,2024-01-15
2771,168,Business,2172.66,8,2024-06-17
2772,168,Business,2563.91,17,2024-06-03
2773,168,Business,2668.76,4,2024-02-12
2774,168,Business,777.34,26,2024-01-01
2775,168,Business,648.37,34,2024-02-26
2776,168,Business,2051.69,9,2024-01-15
2777,168,Business,829.34,37,2024-03-25
2778,168,Business,2502.29,12,2024-05-20
2779,168,First,4753.43,6,2024-02-26
2780,168,First,3585.62,36,2024-03-11
2781,168,First,4828.4,18,2024-03-25
2782,168,First,4577.21,14,2024-04-22
2783,168,First,7801.32,35,2024-01-01
2784,168,First,3671.35,18,2024-06-17
2785,168,First,7445.99,34,2024-01-29
2786,169,Economy,491.68,27,2024-02-12
2787,169,Economy,427.54,147,2024-03-25
2788,169,Economy,783.13,101,2024-01-01
2789,169,Economy,644.42,114,2024-04-08
2790,169,Economy,371.48,144,2024-06-03
2791,169,Economy,194.08,79,2024-03-11
2792,169,Economy,346.06,161,2024-04-22
2793,169,Business,1098.44,31,2024-01-15
2794,169,Business,2024.18,5,2024-04-22
2795,169,Business,939.19,39,2024-01-29
2796,169,First,3512.14,19,2024-04-22
2797,169,First,6443.07,9,2024-06-03
2798,169,First,2219.06,36,2024-05-06
2799,169,First,5592.38,0,2024-02-12
2800,169,First,3608.87,13,2024-01-01
2801,169,First,6530.23,31,2024-04-08
2802,170,Economy,448.44,142,2024-04-08
2803,170,Economy,703.88,187,2024-03-11
2804,170,Economy,175.38,26,2024-05-20
2805,170,Economy,409.48,19,2024-02-12
2806,170,Economy,375.47,193,2024-06-03
2807,170,Economy,129.26,133,2024-06-17
2808,170,Economy,628.74,42,2024-04-22
2809,170,Business,1788.44,40,2024-04-08
2810,170,Business,2527.57,31,2024-01-15
2811,170,Business,935.68,35,2024-01-01
2812,170,Business,1603.55,0,2024-03-25
2813,170,First,3934.32,23,2024-01-15
2814,170,First,5382.86,10,2024-03-25
2815,170,First,2849.11,33,2024-02-26
2816,170,First,6110.14,39,2024-05-20
2817,170,First,7711.97,23,2024-04-22
2818,171,Economy,609.69,34,2024-05-06
2819,171,Economy,231.68,183,2024-02-26
2820,171,Economy,684.0,2,2024-04-08
2821,171,Economy,336.03,45,2024-05-20
2822,171,Economy,222.24,17,2024-02-12
2823,171,Economy,795.45,1,2024-03-11
2824,171,Economy,332.05,48,2024-06-17
2825,171,Business,1394.48,3,2024-06-03
2826,171,Business,2099.93,38,2024-01-15
2827,171,Business,975.49,22,2024-04-22
2828,171,Business,2127.22,14,2024-04-08
2829,171,First,6924.53,27,2024-05-20
2830,171,First,5506.81,19,2024-01-01
2831,171,First,4203.65,25,2024-02-12
2832,171,First,7605.85,35,2024-02-26
2833,171,First,5246.1,12,2024-05-06
2834,172,Economy,616.85,71,2024-05-06
2835,172,Economy,241.26,144,2024-01-29
2836,172,Economy,189.58,133,2024-01-15
2837,172,Business,1003.44,14,2024-05-20
2838,172,Business,2973.81,5,2024-03-25
2839,172,Business,2830.91,39,2024-03-11
2840,172,Business,951.58,10,2024-05-06
2841,172,Business,1741.11,0,2024-02-26
2842,172,Business,1376.01,3,2024-04-08
2843,172,Business,928.74,28,2024-01-15
2844,172,First,3444.64,25,2024-05-20
2845,172,First,4263.86,24,2024-04-08
2846,172,First,6237.47,22,2024-03-11
2847,172,First,3870.57,33,2024-02-26
2848,172,First,3901.83,5,2024-04-22
2849,172,First,7299.71,13,2024-01-15
2850,173,Economy,501.13,125,2024-05-20
2851,173,Economy,592.67,64,2024-02-26
2852,173,Economy,586.05,142,2024-01-29
2853,173,Economy,731.84,166,2024-03-25
2854,173,Business,2348.38,13,2024-01-29
2855,173,Business,2080.74,12,2024-01-01
2856,173,Business,1517.9,11,2024-03-11
2857,173,Business,2839.66,0,2024-04-08
2858,173,Business,1070.01,23,2024-05-20
2859,173,First,7494.84,32,2024-02-12
2860,173,First,7529.38,38,2024-01-01
2861,173,First,3638.17,17,2024-05-06
2862,173,First,5850.04,25,2024-02-26
2863,173,First,2263.5,16,2024-03-11
2864,173,First,3645.04,3,2024-01-15
2865,173,First,7826.84,1,2024-01-29
2866,174,Economy,714.96,192,2024-04-08
2867,174,Economy,491.0,26,2024-05-06
2868,174,Economy,145.97,7,2024-05-20
2869,174,Economy,536.79,182,2024-06-17
2870,174,Economy,224.17,188,2024-06-03
2871,174,Economy,240.3,33,2024-01-29
2872,174,Economy,176.32,30,2024-02-12
2873,174,Economy,158.11,163,2024-03-11
2874,174,Business,2369.89,21,2024-01-01
2875,174,Business,2609.46,20,2024-03-11
2876,174,Business,2754.57,10,2024-01-15
2877,174,Business,2773.74,37,2024-04-22
2878,174,Business,2333.13,23,2024-02-26
2879,174,Business,1839.22,25,2024-02-12
2880,174,Business,1599.31,3,2024-06-03
2881,174,Business,755.89,32,2024-05-06
2882,174,First,4660.39,17,2024-06-03
2883,174,First,5651.17,32,2024-02-26
2884,174,First,4455.51,40,2024-01-15
2885,174,First,6480.97,0,2024-01-29
2886,175,Economy,437.05,178,2024-02-26
2887,175,Economy,178.54,118,2024-04-22
2888,175,Economy,179.95,23,2024-03-11
2889,175,Economy,244.1,22,2024-01-15
2890,175,Economy,246.25,151,2024-05-20
2891,175,Business,2863.77,19,2024-01-01
2892,175,Business,2609.54,12,2024-01-29
2893,175,Business,2393.78,8,2024-06-17
2894,175,Business,1345.17,24,2024-02-12
2895,175,Business,2294.19,11,2024-03-11
2896,175,Business,1269.51,36,2024-04-08
2897,175,Business,1357.3,14,2024-05-20
2898,175,Business,2604.66,17,2024-04-22
2899,175,First,3587.27,31,2024-01-29
2900,175,First,4130.92,23,2024-02-26
2901,175,First,4093.16,33,2024-06-03
2902,175,First,4698.04,40,2024-04-08
2903,176,Economy,355.91,174,2024-01-29
2904,176,Economy,661.46,53,2024-01-01
2905,176,Economy,352.68,128,2024-05-06
2906,176,Economy,495.1,190,2024-03-25
2907,176,Economy,660.12,23,2024-06-17
2908,176,Economy,469.03,53,2024-02-12
2909,176,Economy,295.59,119,2024-03-11
2910,176,Economy,297.38,29,2024-04-08
2911,176,Business,1375.18,36,2024-05-20
2912,176,Business,1506.98,37,2024-06-17
2913,176,Business,2763.06,20,2024-01-29
2914,176,Business,2283.09,40,2024-04-08
2915,176,Business,1461.32,0,2024-06-03
2916,176,Business,981.0,30,2024-05-06
2917,176,Business,1403.31,6,2024-02-26
2918,176,First,5280.67,1,2024-03-11
2919,176,First,4634.05,39,2024-02-26
2920,176,First,4738.67,36,2024-01-29
2921,176,First,6166.99,25,2024-04-08
2922,177,Economy,581.42,76,2024-02-12
2923,177,Economy,147.29,59,2024-02-26
2924,177,Economy,638.96,129,2024-03-11
2925,177,Economy,193.34,109,2024-05-06
2926,177,Economy,646.37,147,2024-05-20
2927,177,Economy,392.51,7,2024-04-08
2928,177,Business,2916.57,33,2024-04-22
2929,177,Business,1076.31,36,2024-01-29
2930,177,Business,2404.44,8,2024-02-26
2931,177,Business,2192.18,3,2024-05-06
2932,177,First,4752.28,10,2024-02-26
2933,177,First,4763.53,9,2024-01-29
2934,177,First,3202.44,11,2024-03-11
2935,178,Economy,416.85,185,2024-02-26
2936,178,Economy,286.42,175,2024-01-15
2937,178,Economy,497.64,198,2024-01-29
2938,178,Economy,374.5,122,2024-02-12
2939,178,Economy,228.34,25,2024-05-06
2940,178,Business,2595.23,15,2024-04-22
2941,178,Business,2431.33,6,2024-05-20
2942,178,Business,1530.18,20,2024-03-25
2943,178,Business,2431.31,8,2024-02-12
2944,178,Business,1559.72,20,2024-04-08
2945,178,Business,2755.25,27,2024-06-03
2946,178,First,7313.53,11,2024-03-25
2947,178,First,6607.06,23,2024-04-22
2948,178,First,4173.68,32,2024-01-15
2949,178,First,6939.43,39,2024-03-11
2950,178,First,5595.02,25,2024-04-08
2951,178,First,7487.52,14,2024-01-01
2952,178,First,2828.48,12,2024-05-20
2953,179,Economy,183.14,98,2024-02-12
2954,179,Economy,564.75,108,2024-02-26
2955,179,Economy,222.51,79,2024-03-25
2956,179,Business,992.5,33,2024-05-20
2957,179,Business,2602.16,29,2024-04-08
2958,179,Business,2534.95,22,2024-01-01
2959,179,Business,2246.56,6,2024-02-26
2960,179,Business,2174.08,25,2024-03-25
2961,179,Business,2528.52,0,2024-01-29
2962,179,First,4303.94,29,2024-03-11
2963,179,First,2069.53,25,2024-01-29
2964,179,First,4534.74,3,2024-05-06
2965,179,First,3817.73,16,2024-04-22
2966,180,Economy,604.18,136,2024-05-20
2967,180,Economy,780.8,28,2024-01-15
2968,180,Economy,654.14,108,2024-05-06
2969,180,Economy,481.56,98,2024-04-08
2970,180,Economy,711.81,20,2024-04-22
2971,180,Economy,222.26,86,2024-03-11
2972,180,Economy,764.78,181,2024-03-25
2973,180,Economy,521.3,50,2024-02-12
2974,180,Business,695.63,31,2024-05-06
2975,180,Business,1704.6,3,2024-06-03
2976,180,Business,2734.0,23,2024-04-08
2977,180,Business,1205.58,21,2024-03-25
2978,180,Business,2219.99,1,2024-01-01
2979,180,Business,1902.6,11,2024-05-20
2980,180,Business,1303.78,26,2024-01-29
2981,180,First,5815.9,38,2024-04-08
2982,180,First,2670.1,2,2024-03-11
2983,180,First,5187.61,25,2024-02-26
2984,181,Economy,205.72,37,2024-01-29
2985,181,Economy,550.39,110,2024-01-15
2986,181,Economy,727.05,88,2024-04-22
2987,181,Economy,780.86,176,2024-06-03
2988,181,Business,1383.81,2,2024-02-12
2989,181,Business,952.2,40,2024-06-03
2990,181,Business,2549.94,6,2024-04-22
2991,181,Business,1516.59,5,2024-05-06
2992,181,Business,1410.65,40,2024-04-08
2993,181,Business,2398.24,27,2024-01-01
2994,181,Business,1561.78,11,2024-05-20
2995,181,First,5425.37,19,2024-02-26
2996,181,First,5693.49,34,2024-06-03
2997,181,First,7125.46,15,2024-05-20
2998,181,First,6165.54,3,2024-01-15
2999,181,First,4245.42,30,2024-03-25
3000,181,First,3291.26,27,2024-05-06
3001,181,First,3648.72,11,2024-04-22
3002,181,First,3661.12,2,2024-04-08
3003,182,Economy,260.85,200,2024-03-25
3004,182,Economy,401.74,33,2024-01-29
3005,182,Economy,306.84,118,2024-05-20
3006,182,Economy,527.37,162,2024-02-26
3007,182,Economy,336.35,56,2024-05-06
3008,182,Economy,272.88,181,2024-01-01
3009,182,Economy,340.73,16,2024-02-12
3010,182,Business,1533.69,35,2024-02-26
3011,182,Business,630.16,21,2024-06-03
3012,182,Business,1367.14,28,2024-05-06
3013,182,Business,964.27,31,2024-04-08
3014,182,Business,1105.53,10,2024-03-25
3015,182,Business,2215.17,16,2024-03-11
3016,182,Business,1567.05,36,2024-06-17
3017,182,First,7909.68,5,2024-05-20
3018,182,First,3245.31,33,2024-04-08
3019,182,First,4215.15,18,2024-04-22
3020,183,Economy,544.91,42,2024-04-08
3021,183,Economy,544.5,144,2024-05-20
3022,183,Economy,413.44,195,2024-06-17
3023,183,Economy,135.92,72,2024-01-01
3024,183,Economy,498.38,125,2024-01-29
3025,183,Business,2057.09,7,2024-03-25
3026,183,Business,832.75,13,2024-04-22
3027,183,Business,1107.13,7,2024-01-29
3028,183,Business,1969.79,11,2024-06-17
3029,183,First,4451.1,13,2024-06-17
3030,183,First,4509.08,38,2024-06-03
3031,183,First,3673.28,23,2024-03-25
3032,183,First,5781.65,40,2024-04-22
3033,184,Economy,456.49,118,2024-03-11
3034,184,Economy,314.67,115,2024-04-22
3035,184,Economy,226.74,45,2024-06-03
3036,184,Economy,392.04,0,2024-05-20
3037,184,Economy,482.21,85,2024-03-25
3038,184,Economy,638.8,167,2024-02-12
3039,184,Economy,237.14,25,2024-05-06
3040,184,Economy,380.68,167,2024-04-08
3041,184,Business,2063.29,32,2024-03-25
3042,184,Business,2997.38,38,2024-06-17
3043,184,Business,1969.4,26,2024-02-12
3044,184,Business,2869.17,20,2024-01-01
3045,184,Business,2063.55,10,2024-05-20
3046,184,Business,1966.33,30,2024-01-29
3047,184,First,4746.61,15,2024-01-15
3048,184,First,3051.27,12,2024-03-11
3049,184,First,3936.35,18,2024-01-01
3050,184,First,2388.88,1,2024-05-06
3051,184,First,3242.04,29,2024-03-25
3052,184,First,4755.16,38,2024-02-12
3053,184,First,4661.92,15,2024-04-22
3054,184,First,6780.52,29,2024-06-17
3055,185,Economy,610.99,17,2024-05-20
3056,185,Economy,124.68,8,2024-01-15
3057,185,Economy,583.78,104,2024-05-06
3058,185,Economy,709.6,120,2024-03-11
3059,185,Economy,706.27,18,2024-01-29
3060,185,Economy,652.47,66,2024-02-12
3061,185,Economy,720.68,137,2024-04-08
3062,185,Business,2974.1,1,2024-06-03
3063,185,Business,1652.45,3,2024-05-06
3064,185,Business,1303.11,25,2024-05-20
3065,185,First,2621.74,16,2024-06-17
3066,185,First,6547.64,37,2024-01-01
3067,185,First,6521.47,7,2024-03-11
3068,185,First,6331.97,23,2024-03-25
3069,185,First,4477.36,21,2024-04-22
3070,185,First,2851.7,15,2024-04-08
3071,185,First,6773.32,13,2024-02-12
3072,185,First,3587.05,21,2024-06-03
3073,186,Economy,588.65,84,2024-06-03
3074,186,Economy,655.41,179,2024-01-15
3075,186,Economy,295.39,70,2024-04-08
3076,186,Economy,524.21,194,2024-05-20
3077,186,Economy,215.21,133,2024-02-12
3078,186,Economy,316.13,56,2024-02-26
3079,186,Economy,718.52,144,2024-01-29
3080,186,Economy,366.65,74,2024-03-25
3081,186,Business,2311.39,18,2024-06-03
3082,186,Business,970.66,8,2024-01-29
3083,186,Business,951.66,18,2024-05-06
3084,186,Business,2661.95,16,2024-02-26
3085,186,Business,2128.23,1,2024-04-08
3086,186,First,2072.4,23,2024-05-06
3087,186,First,6326.84,33,2024-02-26
3088,186,First,4435.07,39,2024-01-29
3089,186,First,7400.02,22,2024-06-17
3090,187,Economy,560.9,134,2024-01-29
3091,187,Economy,447.8,123,2024-05-06
3092,187,Economy,730.05,3,2024-04-22
3093,187,Economy,574.75,16,2024-03-11
3094,187,Economy,352.81,79,2024-05-20
3095,187,Economy,260.37,38,2024-06-03
3096,187,Economy,309.25,199,2024-02-12
3097,187,Economy,615.56,30,2024-03-25
3098,187,Business,1472.54,2,2024-02-12
3099,187,Business,1556.38,6,2024-03-11
3100,187,Business,2884.87,32,2024-04-08
3101,187,Business,761.27,35,2024-05-20
3102,187,Business,2907.97,34,2024-01-01
3103,187,Business,2694.28,3,2024-06-17
3104,187,Business,1671.92,33,2024-06-03
3105,187,Business,1195.13,16,2024-01-15
3106,187,First,7876.26,17,2024-01-29
3107,187,First,5311.85,5,2024-06-03
3108,187,First,6458.66,4,2024-05-20
3109,187,First,7436.85,8,2024-02-12
3110,187,First,5135.35,3,2024-05-06
3111,187,First,3246.39,15,2024-04-08
3112,187,First,5514.06,37,2024-01-15
3113,187,First,4863.69,6,2024-01-01
3114,188,Economy,420.49,121,2024-06-17
3115,188,Economy,254.23,138,2024-01-01
3116,188,Economy,520.78,153,2024-03-11
3117,188,Economy,451.32,145,2024-01-15
3118,188,Economy,126.53,110,2024-02-12
3119,188,Economy,705.57,28,2024-04-08
3120,188,Economy,609.59,113,2024-06-03
3121,188,Business,2043.25,31,2024-02-12
3122,188,Business,2114.71,21,2024-05-06
3123,188,Business,1817.5,32,2024-05-20
3124,188,Business,1281.01,19,2024-06-03
3125,188,Business,1234.08,34,2024-04-08
3126,188,Business,1197.65,17,2024-01-01
3127,188,Business,2226.82,32,2024-01-29
3128,188,Business,1341.13,28,2024-06-17
3129,188,First,2039.1,32,2024-06-17
3130,188,First,4823.04,10,2024-01-29
3131,188,First,3072.77,27,2024-04-08
3132,189,Economy,638.74,54,2024-02-26
3133,189,Economy,328.9,78,2024-01-15
3134,189,Economy,337.61,135,2024-04-08
3135,189,Economy,440.88,175,2024-03-11
3136,189,Economy,324.04,156,2024-04-22
3137,189,Economy,263.0,172,2024-01-29
3138,189,Economy,225.13,40,2024-06-03
3139,189,Economy,250.49,101,2024-01-01
3140,189,Business,1381.64,33,2024-01-29
3141,189,Business,2954.77,38,2024-05-06
3142,189,Business,2493.0,17,2024-05-20
3143,189,Business,1148.94,16,2024-06-17
3144,189,First,6975.39,20,2024-02-26
3145,189,First,4698.25,27,2024-03-11
3146,189,First,5379.72,26,2024-01-29
3147,189,First,2034.04,25,2024-06-17
3148,189,First,2331.84,26,2024-06-03
3149,189,First,4121.67,8,2024-04-22
3150,190,Economy,320.46,95,2024-06-17
3151,190,Economy,136.1,109,2024-02-26
3152,190,Economy,657.83,83,2024-01-01
3153,190,Economy,499.49,189,2024-02-12
3154,190,Economy,255.63,55,2024-05-06
3155,190,Economy,539.94,112,2024-06-03
3156,190,Business,2334.84,37,2024-01-15
3157,190,Business,1727.69,2,2024-06-17
3158,190,Business,2474.95,24,2024-02-12
3159,190,Business,2250.72,31,2024-01-29
3160,190,Business,1199.63,38,2024-03-11
3161,190,First,4216.69,18,2024-03-25
3162,190,First,2666.18,8,2024-01-01
3163,190,First,7285.1,4,2024-01-15
3164,190,First,3947.27,26,2024-06-03
3165,190,First,6945.86,9,2024-03-11
3166,190,First,5538.85,36,2024-02-26
3167,190,First,3199.97,5,2024-04-08
3168,191,Economy,588.91,35,2024-02-12
3169,191,Economy,645.03,17,2024-03-11
3170,191,Economy,712.09,179,2024-05-06
3171,191,Economy,603.75,80,2024-04-22
3172,191,Economy,770.9,92,2024-02-26
3173,191,Economy,735.47,114,2024-05-20
3174,191,Business,1077.56,16,2024-02-12
3175,191,Business,1212.86,1,2024-01-29
3176,191,Business,936.65,26,2024-03-11
3177,191,Business,1625.59,31,2024-04-08
3178,191,Business,2515.43,33,2024-06-17
3179,191,Business,744.69,32,2024-05-06
3180,191,Business,1496.34,36,2024-06-03
3181,191,Business,1649.3,2,2024-03-25
3182,191,First,2402.66,4,2024-06-17
3183,191,First,5391.84,35,2024-03-11
3184,191,First,6683.53,34,2024-04-22
3185,191,First,2949.34,32,2024-04-08
3186,191,First,7077.8,5,2024-02-26
3187,191,First,5443.55,29,2024-06-03
3188,191,First,5660.19,12,2024-05-06
3189,192,Economy,676.07,119,2024-06-17
